Unnamed: 0,Order ID,Customer Name,Order Amount,Order Date
648,649,Customer 649,534.08,2024-04-12
196,197,Customer 197,533.94,2024-07-06
778,779,Customer 779,528.5,2024-03-09
500,501,Customer 501,528.44,2023-11-14
796,797,Customer 797,528.35,2024-09-12
804,805,Customer 805,528.22,2024-02-26
849,850,Customer 850,525.72,2024-07-02
885,886,Customer 886,525.67,2023-12-23
275,276,Customer 276,525.47,2024-10-09
255,256,Customer 256,524.73,2024-10-06
155,156,Customer 156,521.55,2024-10-11
230,231,Customer 231,518.32,2024-09-08
982,983,Customer 983,516.99,2024-05-26
142,143,Customer 143,514.15,2023-11-23
817,818,Customer 818,513.55,2024-01-07
412,413,Customer 413,512.88,2024-08-27
698,699,Customer 699,511.86,2023-11-07
15,16,Customer 16,511.8,2024-10-21
889,890,Customer 890,511.7,2024-02-05
369,370,Customer 370,510.84,2023-11-20
574,575,Customer 575,509.85,2024-09-20
653,654,Customer 654,509.18,2024-06-18
452,453,Customer 453,508.45,2024-09-21
970,971,Customer 971,508.28,2024-03-05
166,167,Customer 167,508.26,2024-06-11
52,53,Customer 53,507.67,2024-09-21
802,803,Customer 803,505.62,2024-10-03
600,601,Customer 601,502.34,2024-08-17
821,822,Customer 822,500.03,2024-01-11
713,714,Customer 714,499.82,2024-06-19
663,664,Customer 664,499.62,2023-11-04
17,18,Customer 18,498.51,2024-06-16
2,3,Customer 3,497.15,2023-12-22
807,808,Customer 808,495.3,2024-05-07
606,607,Customer 607,493.72,2024-04-26
655,656,Customer 656,491.66,2024-09-27
168,169,Customer 169,489.21,2024-10-04
526,527,Customer 527,483.34,2024-10-20
869,870,Customer 870,482.96,2024-02-03
991,992,Customer 992,481.83,2023-11-04
315,316,Customer 316,481.05,2024-06-23
213,214,Customer 214,479.5,2024-01-11
671,672,Customer 672,479.23,2024-06-03
917,918,Customer 918,478.32,2023-12-20
227,228,Customer 228,477.35,2024-03-30
496,497,Customer 497,475.9,2024-06-27
552,553,Customer 553,475.63,2024-02-26
564,565,Customer 565,474.27,2024-04-19
104,105,Customer 105,472.33,2024-04-07
728,729,Customer 729,470.26,2023-12-07
446,447,Customer 447,469.55,2024-07-31
986,987,Customer 987,469.12,2024-07-05
122,123,Customer 123,467.89,2024-08-29
936,937,Customer 937,466.68,2024-06-06
46,47,Customer 47,466.22,2024-08-21
323,324,Customer 324,464.33,2024-06-19
512,513,Customer 513,463.86,2024-04-30
471,472,Customer 472,463.53,2024-04-01
276,277,Customer 277,462.72,2024-02-25
720,721,Customer 721,461.21,2024-10-10
14,15,Customer 15,459.63,2023-12-05
328,329,Customer 329,459.52,2023-11-26
372,373,Customer 373,454.84,2023-12-12
378,379,Customer 379,451.48,2023-11-06
993,994,Customer 994,451.11,2023-11-28
454,455,Customer 455,448.83,2024-06-03
393,394,Customer 394,447.06,2024-03-26
875,876,Customer 876,444.81,2024-01-14
882,883,Customer 883,444.03,2023-11-05
962,963,Customer 963,443.38,2023-12-09
921,922,Customer 922,442.36,2024-10-11
343,344,Customer 344,441.66,2024-01-03
534,535,Customer 535,440.68,2023-11-01
36,37,Customer 37,438.8,2023-11-04
561,562,Customer 562,436.09,2023-11-15
961,962,Customer 962,434.63,2024-01-22
621,622,Customer 622,430.44,2024-03-12
379,380,Customer 380,429.55,2024-03-01
636,637,Customer 637,429.39,2023-11-09
51,52,Customer 52,427.1,2024-01-29
652,653,Customer 653,426.75,2024-10-20
952,953,Customer 953,426.28,2024-05-31
616,617,Customer 617,425.77,2024-01-25
528,529,Customer 529,425.28,2023-12-22
99,100,Customer 100,425.22,2024-02-17
540,541,Customer 541,424.96,2024-02-08
946,947,Customer 947,424.04,2024-07-06
951,952,Customer 952,423.92,2024-02-23
522,523,Customer 523,422.65,2024-05-14
617,618,Customer 618,422.58,2024-02-09
843,844,Customer 844,420.33,2024-01-23
766,767,Customer 767,419.43,2023-11-28
743,744,Customer 744,418.46,2024-02-18
860,861,Customer 861,415.14,2023-11-22
863,864,Customer 864,412.83,2024-10-06
0,1,Customer 1,411.24,2024-02-10
521,522,Customer 522,409.2,2024-05-27
348,349,Customer 349,408.93,2024-09-12
68,69,Customer 69,405.21,2024-09-08
845,846,Customer 846,403.89,2024-01-23
711,712,Customer 712,401.19,2023-11-30
489,490,Customer 490,400.37,2024-09-09
613,614,Customer 614,400.0,2024-04-17
1,2,Customer 2,399.56,2024-05-09
631,632,Customer 632,398.91,2024-06-04
903,904,Customer 904,398.89,2024-03-03
289,290,Customer 290,394.28,2023-11-21
11,12,Customer 12,392.98,2024-10-04
537,538,Customer 538,392.81,2024-08-07
874,875,Customer 875,389.3,2024-08-13
132,133,Customer 133,388.78,2024-07-21
934,935,Customer 935,382.57,2024-01-22
660,661,Customer 661,382.37,2023-12-08
493,494,Customer 494,380.12,2024-05-11
814,815,Customer 815,379.56,2024-09-02
539,540,Customer 540,377.46,2024-05-19
184,185,Customer 185,376.97,2024-04-10
798,799,Customer 799,376.19,2023-10-27
431,432,Customer 432,373.68,2024-07-08
996,997,Customer 997,370.41,2024-02-04
414,415,Customer 415,369.56,2024-01-20
472,473,Customer 473,364.93,2024-06-28
245,246,Customer 246,364.04,2024-10-18
325,326,Customer 326,360.05,2024-05-18
127,128,Customer 128,359.95,2024-03-24
650,651,Customer 651,357.27,2024-08-10
672,673,Customer 673,356.59,2023-12-14
297,298,Customer 298,352.04,2024-01-07
997,998,Customer 998,351.87,2023-11-23
974,975,Customer 975,346.7,2024-08-16
12,13,Customer 13,344.5,2024-10-04
125,126,Customer 126,344.19,2024-03-11
532,533,Customer 533,343.83,2024-08-15
258,259,Customer 259,343.21,2024-05-09
418,419,Customer 419,342.85,2024-02-07
176,177,Customer 177,342.73,2023-12-20
286,287,Customer 287,342.62,2024-05-09
278,279,Customer 279,340.98,2024-04-16
894,895,Customer 895,335.45,2024-03-16
189,190,Customer 190,334.12,2024-06-24
234,235,Customer 235,332.2,2023-10-30
19,20,Customer 20,330.33,2024-10-19
358,359,Customer 359,330.05,2023-12-10
266,267,Customer 267,328.11,2023-12-14
789,790,Customer 790,327.47,2024-03-07
563,564,Customer 564,326.52,2024-05-11
641,642,Customer 642,325.46,2023-10-31
374,375,Customer 375,325.11,2024-10-07
864,865,Customer 865,323.82,2024-03-26
800,801,Customer 801,323.58,2024-04-15
77,78,Customer 78,323.12,2024-05-30
533,534,Customer 534,323.04,2023-11-05
542,543,Customer 543,321.28,2024-02-14
206,207,Customer 207,319.67,2024-04-19
909,910,Customer 910,315.48,2024-07-25
714,715,Customer 715,315.35,2024-03-29
298,299,Customer 299,314.21,2023-11-22
862,863,Customer 863,309.74,2024-03-15
183,184,Customer 184,307.63,2024-07-28
628,629,Customer 629,306.76,2024-08-01
847,848,Customer 848,306.31,2023-11-03
392,393,Customer 393,303.7,2024-02-03
387,388,Customer 388,298.91,2024-08-23
678,679,Customer 679,298.64,2024-05-14
899,900,Customer 900,298.24,2023-12-31
703,704,Customer 704,297.16,2024-07-07
47,48,Customer 48,295.84,2024-03-15
488,489,Customer 489,294.01,2023-12-20
317,318,Customer 318,292.65,2023-12-08
236,237,Customer 237,291.96,2023-12-16
432,433,Customer 433,291.52,2024-06-27
35,36,Customer 36,288.35,2024-04-14
924,925,Customer 925,287.05,2024-10-12
510,511,Customer 511,285.82,2024-05-10
668,669,Customer 669,285.47,2024-06-06
768,769,Customer 769,284.64,2024-05-05
75,76,Customer 76,284.31,2023-12-27
270,271,Customer 271,281.0,2023-12-30
247,248,Customer 248,280.01,2023-12-04
922,923,Customer 923,277.77,2023-12-30
734,735,Customer 735,277.37,2024-08-31
267,268,Customer 268,270.55,2023-10-31
151,152,Customer 152,267.92,2023-12-21
741,742,Customer 742,265.21,2024-01-30
834,835,Customer 835,261.18,2024-07-05
263,264,Customer 264,258.22,2024-03-23
610,611,Customer 611,258.1,2024-06-03
857,858,Customer 858,256.98,2024-05-23
42,43,Customer 43,256.47,2023-11-20
840,841,Customer 841,256.01,2024-08-17
203,204,Customer 204,255.38,2024-04-01
334,335,Customer 335,254.21,2024-02-15
182,183,Customer 183,253.49,2024-04-03
707,708,Customer 708,252.14,2024-03-16
797,798,Customer 798,250.28,2024-10-18
767,768,Customer 768,249.73,2024-02-21
208,209,Customer 209,249.0,2024-09-27
38,39,Customer 39,248.33,2024-06-12
457,458,Customer 458,248.3,2024-03-18
514,515,Customer 515,245.94,2024-06-04
237,238,Customer 238,245.8,2024-04-26
231,232,Customer 232,244.49,2024-09-13
824,825,Customer 825,241.22,2024-10-06
66,67,Customer 67,240.72,2023-12-31
761,762,Customer 762,238.71,2023-12-17
585,586,Customer 586,236.82,2024-09-14
657,658,Customer 658,236.19,2024-02-17
491,492,Customer 492,235.37,2024-03-09
56,57,Customer 57,234.79,2024-10-09
579,580,Customer 580,232.56,2024-03-18
10,11,Customer 11,232.08,2024-04-17
867,868,Customer 868,231.59,2024-08-09
233,234,Customer 234,229.82,2024-01-09
356,357,Customer 357,227.64,2024-01-16
950,951,Customer 951,226.89,2024-08-24
654,655,Customer 655,225.81,2024-02-01
538,539,Customer 539,225.07,2024-09-23
983,984,Customer 984,224.33,2024-04-20
584,585,Customer 585,223.76,2024-01-07
187,188,Customer 188,222.81,2024-07-13
394,395,Customer 395,218.76,2024-07-27
466,467,Customer 467,217.08,2024-03-06
479,480,Customer 480,217.01,2024-06-22
666,667,Customer 667,216.8,2024-10-15
809,810,Customer 810,216.4,2024-07-20
988,989,Customer 989,216.0,2024-02-16
878,879,Customer 879,215.48,2024-05-06
218,219,Customer 219,214.71,2024-03-24
141,142,Customer 142,214.59,2024-08-22
908,909,Customer 909,212.51,2024-04-27
480,481,Customer 481,212.27,2024-07-17
351,352,Customer 352,212.04,2024-08-30
806,807,Customer 807,210.62,2023-11-05
147,148,Customer 148,210.36,2024-07-28
243,244,Customer 244,208.35,2024-10-22
170,171,Customer 171,208.0,2024-05-20
469,470,Customer 470,207.84,2024-08-30
873,874,Customer 874,206.83,2024-01-30
271,272,Customer 272,205.04,2024-04-12
41,42,Customer 42,203.61,2024-09-28
830,831,Customer 831,202.6,2024-08-16
354,355,Customer 355,201.96,2024-10-14
706,707,Customer 707,201.16,2024-08-31
120,121,Customer 121,200.5,2024-01-15
269,270,Customer 270,200.5,2024-05-24
433,434,Customer 434,199.82,2024-04-25
150,151,Customer 151,199.43,2024-02-20
783,784,Customer 784,198.8,2023-12-23
391,392,Customer 392,197.99,2023-11-10
129,130,Customer 130,197.07,2024-08-03
759,760,Customer 760,195.91,2024-06-14
841,842,Customer 842,195.56,2024-10-14
937,938,Customer 938,192.24,2023-11-13
293,294,Customer 294,190.89,2024-04-17
549,550,Customer 550,189.69,2024-02-20
593,594,Customer 594,183.0,2024-09-19
692,693,Customer 693,180.43,2024-06-01
520,521,Customer 521,179.32,2024-07-09
487,488,Customer 488,178.66,2023-12-16
69,70,Customer 70,175.1,2024-03-18
109,110,Customer 110,175.0,2023-10-27
173,174,Customer 174,169.19,2024-10-22
833,834,Customer 834,168.8,2024-06-23
492,493,Customer 493,167.68,2024-05-17
987,988,Customer 988,167.47,2024-09-08
524,525,Customer 525,167.36,2024-08-18
871,872,Customer 872,166.89,2024-07-28
336,337,Customer 337,166.33,2024-05-09
681,682,Customer 682,161.69,2023-10-29
755,756,Customer 756,161.28,2024-10-03
240,241,Customer 241,161.07,2024-04-03
190,191,Customer 191,158.14,2024-03-02
27,28,Customer 28,154.06,2023-12-01
331,332,Customer 332,153.64,2024-02-13
48,49,Customer 49,152.68,2024-03-01
160,161,Customer 161,152.2,2023-12-11
277,278,Customer 278,151.67,2024-05-11
615,616,Customer 616,147.37,2024-04-10
13,14,Customer 14,145.23,2024-02-15
881,882,Customer 882,145.16,2024-08-20
107,108,Customer 108,144.54,2024-04-15
565,566,Customer 566,140.54,2024-06-21
775,776,Customer 776,139.91,2024-07-01
406,407,Customer 407,139.88,2024-01-22
638,639,Customer 639,137.22,2023-12-21
729,730,Customer 730,136.83,2024-08-16
138,139,Customer 139,136.17,2023-11-03
546,547,Customer 547,134.86,2023-11-06
686,687,Customer 687,134.2,2024-04-06
994,995,Customer 995,133.46,2024-06-20
401,402,Customer 402,132.96,2024-04-14
719,720,Customer 720,131.37,2024-07-07
747,748,Customer 748,130.66,2024-03-30
763,764,Customer 764,129.67,2024-09-08
254,255,Customer 255,127.93,2024-06-29
562,563,Customer 563,124.84,2024-06-27
632,633,Customer 633,124.37,2024-04-08
222,223,Customer 223,124.08,2024-08-27
303,304,Customer 304,123.79,2024-01-11
162,163,Customer 163,123.41,2023-12-06
716,717,Customer 717,123.41,2024-07-24
945,946,Customer 946,122.49,2024-03-03
646,647,Customer 647,122.17,2024-08-07
990,991,Customer 991,120.83,2024-07-10
215,216,Customer 216,119.97,2023-11-30
861,862,Customer 862,119.82,2024-07-06
928,929,Customer 929,116.8,2024-04-05
808,809,Customer 809,115.03,2024-09-10
100,101,Customer 101,114.26,2024-08-25
16,17,Customer 17,108.11,2024-07-05
792,793,Customer 793,105.02,2024-06-20
573,574,Customer 574,102.68,2024-10-18
59,60,Customer 60,96.11,2023-11-05
597,598,Customer 598,93.43,2024-04-30
637,638,Customer 638,93.27,2024-09-16
823,824,Customer 824,92.18,2024-09-21
256,257,Customer 257,88.06,2024-04-16
669,670,Customer 670,86.31,2024-09-28
299,300,Customer 300,85.79,2024-03-30
134,135,Customer 135,85.21,2024-10-24
877,878,Customer 878,83.48,2024-08-02
588,589,Customer 589,78.17,2024-08-02
697,698,Customer 698,77.82,2024-01-27
872,873,Customer 873,77.12,2024-04-21
918,919,Customer 919,77.0,2024-02-19
953,954,Customer 954,76.14,2023-11-19
185,186,Customer 186,75.63,2024-01-09
421,422,Customer 422,73.35,2024-08-20
855,856,Customer 856,70.11,2024-09-24
691,692,Customer 692,70.06,2024-03-21
965,966,Customer 966,66.47,2024-07-25
515,516,Customer 516,65.22,2023-11-18
158,159,Customer 159,64.22,2023-10-27
786,787,Customer 787,63.13,2024-01-02
916,917,Customer 917,62.8,2023-11-05
357,358,Customer 358,60.03,2024-06-25
901,902,Customer 902,58.62,2024-02-22
870,871,Customer 871,54.52,2023-11-25
238,239,Customer 239,53.84,2024-06-12
891,892,Customer 892,53.66,2024-10-26
447,448,Customer 448,53.0,2024-01-09
923,924,Customer 924,48.09,2024-04-19
782,783,Customer 783,46.55,2024-01-25
140,141,Customer 141,46.16,2024-03-16
910,911,Customer 911,45.84,2024-04-09
282,283,Customer 283,44.26,2023-12-31
476,477,Customer 477,40.29,2024-02-13
232,233,Customer 233,39.17,2024-10-02
680,681,Customer 681,34.42,2024-10-22
308,309,Customer 309,29.39,2024-10-16
212,213,Customer 213,28.54,2023-11-19
791,792,Customer 792,28.17,2024-02-22
360,361,Customer 361,27.33,2024-07-20
